pool_idx;ulasan
2444;𝙼𝚊𝚔𝚊𝚗𝚊𝚗 𝚎𝚗𝚊𝚔 𝚝𝚊𝚙𝚒 𝚙𝚎𝚛𝚕𝚞 𝚜𝚙𝚎𝚗𝚍 𝚠𝚊𝚔𝚝𝚞 𝚊𝚐𝚊𝚔 𝚕𝚊𝚖𝚊 𝚋𝚞𝚊𝚝 𝚗𝚞𝚗𝚐𝚐𝚞 …
2445;Cafenya nyaman, enak buat yang nyari tempat yang agak tenang, makanannya enak, harga lumayan oke. Tempatnya ada yang indoor dan outdoor
2446;Salah satu cafe yang ada di jalan Krakatau Palangkaraya, cocok untuk nongkrong, dengan makanan dan minuman yang enak. Cocok untuk bersantai sambil bercengkrama dengan kawan dan kerabat. Atau mengerjakan tugas kuliah maupun kantor.
2447;Favorit Spicy Wingers nya Juaraaa ❤❤❤❤
2448;Enak makanannya (tom yam & baby squid) suasana juga oke, sedikit lebih pricy tp worth lah
2449;Tempat nya sangat nyaman
2450;Mantap parkir luas, makanan enak, mushola besar ada tempat wudhunya. Keren broo
2451;tempatnya comfy bangett soalnya ada space outdoor dan indoor. kalo mau nongkrong santai bisa di outdoor, kalo mau nongkrong sambil nugas dan ngadem bisa indoor. selain comfy, disini juga instragamable buat menuhin instastory. menunya juga …
2452;Aku pernah dikasih makanan sudahbtidak layak makan, padahal dine in, karena nunggu sampai 2 jam, jadi terpaksa take away rupanya sampai rumah ayamnya sudah tidak segar+ tidak masak
2453;cafenya nyaman dan makanannya enak enakkk
2454;"""Sering banget kesini, makanan dan minumannya luar biasaaaa😍🥰"
2455;"Sukaaaa banget top …"""
2456;Suka dimsum kuah dan ngopi
2457;Tempatnya bagus, makanan dan minumannya enak
2458;Lokasi di tengah pemukiman penduduk, tempat parkir cukup, ramah, menu lumayan
2459;Makanannya enak, suasananya nyaman
2460;Resto apaaan ni lama bangeet udah 3 jam nunggu lo beneran 😡😡😡😡😡😡😡😡 pesanan ku baya 3 ja lama lah …
2461;Tempatnya bagus,minuman&makanannya enak juga
2462;Nyaman kok di sini, makanan minuman juga enakk
2463;tempatnya nyaman cocok buat nugas
2464;Nyaman tempatnya enak buat kerjain tugas✨
2465;"""A best place to escape in the morning."
2466;Good place. Best coffee.
2467;"Love this place. Will be here next time? Of course i will 😊 …"""
2468;tempatnya homie banget, enak buat nugas
2469;winger chicken cheese nya enak bgttt
2470;Lokasi mudah ditemukan
2471;Kopi nya enak, makanan juga enak.
2472;Tempat nongki recommended 👌 …
2473;Playlistnya JKT48
2474;Tempat nyaman dan modern
2475;Tempat ngopi yang sep sekale
2476;Nyaman..
2477;Affordable and cozy..
2478;"""Minuman dan makanannya enak² smua🤩🤩🤩"
2479;"Tempatnya juga nyaman bgt buat santai dan nongkrong...suka bgt sm penampilan cafe nya😍😍 …"""
2480;Tempat nyantai paling enak dekat rumah,lagi males keluar tinggal dianterin,mix kopi terenak sejauh ini...barista dan waiter dan waitress bersahabat,murah senyum,plus ramah...ini baru kedai cafe...👍👍👍 …
2481;Terima kasih sudah jadi tmpt santai q
2482;Tempatnya nyaman.. tergolong sepi dikala weekdays, cocok untuk yg tidak suka keramaian. …
2483;Tempatnya enak pinggir jalan, makan dan minumannya juga mantap jiwa..
2484;Barista nya ramah dan bisa custom order sesuai dengan selera.
2485;I called it hidden gem 😊 …
2486;Very cozy, my favourite since it's near my house
2487;Kopi merbabu enak sih
2488;Enak kopi lotusnya...
2489;Suasana tenang.musik santai
2490;Berasa ngopi dan santai di teras depan rumah sendiri. Kami menemukan menu yang unik yaitu kopi susu kuda liar diantara menu-menu yang lain. untuk makanan okay, suasana okay.
2491;"""Makanan datang sangat lamaa."
2492;datang tidak sesuai antrian.
2493;"sudah menunggu 1 jam setengah tetapi belum datang malah pesanan teman saya yang …"""
2494;Enak banget makan sama minuman nya pelayanan nya baik suasana ny asri
2495;Cocok untuk santai
2496;Rekomended deh
2497;"""Pelayanannya sangat banyak kurangnya,"
2498;"Kami sdh paling duluan memesan makanan tapi yg dilayani org yg baru datang, makanan kami 1 jam kebih ga datang"""". …"""
2499;"""Pelayanannya bisa di tingkatkan lagi. Pesen makanan 3 datang nya gk bersamaan. Pesan makan dari jam 19.33 makanan terakhir diantarnya jam 20.35 😭😭😭"
2500;"Waiternya jga pas nganter bingung sendirian nyari costumer yg pesan yg mna jadinya nanya ke meja satu2 😭😭😭 …"""
2501;Makanan & minumannya enak, ga ada yg fail. Tempatnya cozy, pelayanan nya juga ramah dan bagus. …
2502;Makanan and minuman mantap pokoknya suasananya enak buat nyantai pas dikantong anak kost pokoknya hehehe yang penting itu
2503;Enak buat santai makanan minuman enak harga pas ramah pelayanan nya☺☺☺☺
2504;Makanannya enak2 dan pas di kantong,suasana tempat nya jua enak adem damai, dan pelayanannya pun baik.
2505;Lama datang pesanannya 1 jam baru makanan
2506;nunggu makanan nya lama 1jam cuman untuk makan.
2507;Tempat nya bersih dan pelayanan nya ramah
2508;pesan bakaran aja hampir nunggu 1 jam
2509;huhuu enak semuaaa, harganya sangat terjangkau untuk dompet kaum mendang mending kaya kita ini ya guys, tempatnya comfy, indoornya ber AC + kipas angin, outdoornya pun juga ada kipas angin jadi gak bikin kepanasan lah yaaa.. favorit pokoknyaaa!!
2510;tempat nongki cozy mana affordable, anak kuliahan cocok nih ngerjain tugas apa skripsian disiniii 🙆🏻‍♀️🤚🏻 ice cream corn caramel lotus nya enak bangeett! apalagi kalau di mam bareng chicken fries cheese sauce omegatt …
2511;"""- pelayanan walaupun tidak judes tapi kurang ramah (sama sekali tidak ada senyum)."
2512;"- mejanya kalo ga diminta tolong ga dilap (ada air bekas minuman pembeli …"""
2513;tempat nya bagus, cocok untuk segala suasana. Kka barista nya pada ramah² saya sukaaa 😍😍 …
2514;Cumi Rice bowl nya enak..es krim kacang nya jg cocok d aku..ga terlalu manis jd bs makan bnyk..
2515;Tempatnya nyaman, makanannya enak2. Es grimnya juaraaakkk!!
2516;Enak kopinya. Tempatnya juga nyaman👍🙏 …
2517;"""Kesan pertama datang ke plovdiv"
2518;Tempatnya lumayan nyaman
2519;Makanan & minuman harga standard
2520;"Rasa boleh juga👍 …"""
2521;Kesekian kalinya kesini dan baru nyobain corn caramel lotus, ternyata enak banget.
2522;"""Came here just for Lotus Ice Cream."
2523;"Coffee etc so so.. 🫱🫲 …"""
2524;"""Mau ngopi sambil menikmati es krim ? Ya disini tempatnya, ada bbrpa pilihan es krim, mocktail, dan coffee."
2525;"Maincourse dan snacknya juga enak bgt"""
2526;"""1 Kata aja ya."
2527;"""""PERFECT!"""""""
2528;Tempat nya nyaman, parkirnya cukup, menunya bermacam-macam, Kopi thok sangat direkomendasi
2529;"""Asyik buat nongkrong dan ice cream nya enk"
2530;"Bnyak varian mnuman coffe"""
2531;Uenakkkk...eskrimnyaaa...
2532;Eskrimnya enak bangettt, tempatnya juga nyaman bangett bikin betah
2533;Kopi susunya mantap, ada ice cream yummy jg
2534;Enak es krim lotus dan kopinya...
2535;Cozy tempatnya
2536;I LUV THE AYS GWIM! 🍦🧊🥶 …
2537;cozy place to hang out, burger soo delicious... and anteng coffee is my favorite
2538;Menu banyak pilihan, tempat asik
2539;Nice arabica coffee, location easy to access, ambiance cool
2540;Es creamnya jos
2541;Enaakk bet es krimnyaaa 💕💕 …
2542;Tempat nya nyaman ,,bersih
2543;Enjoy, happy
2544;Recommended banget
2545;Nice coffee shop around the corner from Aquarius hotel (5 minutes walks) they serve Indonesian coffee and Indonesia’s most popular coffee (coffe with milk n sugars) I try the manual brews, it’s quiet good with Bali Kintamanis beans, its …
2546;tempat nongkrong yg enak banget... nyantai sambil ngobrol bareng teman2...pokoknya nyamn bgt tempatnya
2547;Kopi strong buat perjalanan jauh dg rasa dan kualitas kopi yg mantab
2548;"""Caffe latte nya mantab... Hazelnut latte nya juara..."
2549;"Singkong gorengnya jooosss"""
2550;suasananya enak, kalo sepii wkwk. bukan maksud mendoakan cafe ini agar sepi tapi saya suka banget feelnya kalo lagi sendirian dan ga ada orang lain. kalo udh jam makan siang bakal rame ini cafenya wkwk. sukses terus
2551;"""Soal rasa udah oke gak kalah sama trusted brand lainnya. Ga perlu ragu lagi. Passs 🤗"
2552;"Lokasi di pertengahan kota dan terjangkau buat yg mau praktis take away kearah mana aja, terlebih di work hours, saat kita bisa nyela gitu melipir kesini pas betul dah. …"""
2553;Tempat konkow dgn desain yang asri minimalis dan sajian aneka kopi jg minuman lainnya + makanan ringannya. Cocok utk bsantai ngobrol bersama teman, dengan penerangan yg cukup optimal.
2554;Tempat baruuu..bersih banget..kopi enak
2555;Neverland 2 kurecomendedkan utk coba godzilla nya itu campuran milo choco dengan es cream vanilla sebagai topping nya serta cobain juga black charcoal nya,maknyuss
2556;Hanya pesan 2 kopi susu tapi sangat lama
2557;Tempat ngopi andalan, rasanya enak dan tempatnya nyaman.
2558;"""The coffee is great."
2559;The place is good but 2 dimensional there's lots of space left untouched.
2560;"Better you add snacks and food as companions for your great coffee."""
2561;"""Tempat nyaman, bersih, cozy dan estetik"
2562;Menu sama dgn neverland 1
2563;"Pertahankan kualitas ya"""
2564;"""The best ini kopinya👍👍👍"
2565;Tempatnya lumayanlah
2566;"Recommended banget ini bagi penggila kopi …"""
2567;Sempurna kopi dan pelayanannya. Terbaik di palangka menurut saya
2568;Citarasa kopi di Neverland,,membuat saya sejenak lupa di pulau mana sya berada,pokoknya mantul banget lah.
2569;Nyaman, service ramah dan cepat, beverage seger dan pas
2570;Cool place n nice coffeee
2571;Copinya enak dan tempatnya bersih
2572;Untuk tempatnya: Indoor dan outdoor lumayan aesthetic
2573;Kopi susu neverland mantap....☝️☝️👍👍👍 …
2574;The best
2575;Mantap banget kak
2576;👍👍 …
2577;Tempat nyaman
2578;Kopi susu
2579;Caramel lattenya oke.
2580;Tempatnya nyaman,
2581;Maybe the Best milk coffee in Palangka
2582;Oke banget
2583;Tempatnya Cozy banget
2584;Mantul 👍👍 …
2585;Aman
2586;joss 👍🏼👍🏼 …
2587;joss
2588;👍👍👍 …
2589;Mayan
2590;Enakksss
2591;"""Lokasinya strategis, depan hotel Loca."
2592;Tempatnya enak, AC dingin, dan bersih.
2593;"Kopinya enak 👍🏻 …"""
2594;"""Rasa Kopi nya Enak"
2595;"Harga bersahabat"""
2596;Suasana tenang,halaman luas dan terintegrasi dengan hotelnya, biaya parkir gratis baik untuk nyantai, nongkrong atau membahas pekerjaan
2597;Tempat nongki yang nyaman dan santai, harga terjangkau, pelayanan ramah
2598;Rata2 enak..buat alternatif nongkrong ksini bagus...suka afogato tp kalo bisa ada alternatif selain kopi di eskrimnya bisa ganti pake sirup lain entah taro atau stawberry, bluberry
2599;Makanannya enak, kopinya enak, yang non coffee juga ada, tempat parkir bisa di belakang
2600;"""Tempatmya strategis di pinggir jalan"
2601;"Pesen indomiee dan itu enakk bangett hihi"""
2602;"""Nyari2 kopi pagi2 direkom ipar kesini."
2603;"Good coffee"""
2604;Barusan pesan makanannya lewat gojek, pesan menu sweet and sour chiken, untuk nasinya tolong di perhatikan lagi ya ka, soalnya kaya masih mentah dikit, untuk ayamnya enak, bumbunya enak, cuma paling di banyakin aja lagi bumbunya karena , …
2605;AC indor berfungsi dengan baik, ruangan nya sejuk. Toilet bersih, pelayanan baik, rasa minuman dan makanan enak.
2606;Kopi terbaik dengan harga terbaik di Palangka Raya
2607;"""Vibesnya enak banget disini. Kopinya enak, beverages enak menunya jg banyak."
2608;"Cocok buat rame2 di sini."""
2609;"""A great place to play your favorite games, read your favorite books and funtalk with your partner or friends.  the place is nice, comfortable and cozy."
2610;"Not too much variety of menu, but I like their latte art one.  the place is quite spacious and there is a large parking area.  one of my favorite coffee shop in Palangkaraya."""
2611;Coffee shop dengan space yang cukup luas. Sangat cocok untuk bekerja/mengerjakan tugas dan juga bersantai bersama teman-teman
2612;Pelayanan yg baik dan ramah, singkong goreng nya paling ok diantara tongkrongan coffie lainnya..
2613;"""Pelayanan good enough"
2614;Taste cukup memuaskan
2615;"Price sangat sesuai …"""
2616;"""Kesan pertama dtg kesitu tempatnya ok banget👍"
2617;"Harga standard …"""
2618;one of cozy place in town to spend some time with friends, there's wifi and outdoor, indoor, no smoking area, they serve good snack and good coffee choice too
2619;Tempatnya lucuu ada indoor ac dan outdoor. Dessertnya enak-enak, cemilan jg enak, fav aku kentang basil enak beut asin, cocok utk pecinta micin kyk aku wkwk. Dulu ada jual es krimnya enak skrg malah gaada huhu. Untuk makanan standar sih sering ke sini kadang pas lg enak kadang pas lg gada rasa. Pernah order nasgor pas dpt agak asin
2620;Bagus tempatnya nyaman
2621;Tempatnya oke punya!
2622;Service and atmosphere here is so great.. thankyou..
2623;Tempatnya enak sih buat santai, lebih bagus dari yg dulu. Pelayanannya aja lagi ditingkatkan
2624;Tempatnya nyaman. Makanan lumayan lah.  Cm mungkin disajikan lbh hangat utk nasinya.
2625;Rasa kopi yang enak.. saya mencoba kopi dengan perpaduan rasa hazelnut.  Serta tempat yang nyaman untuk  nongkrong bersama teman.  Pelayanannya juga ramah. Saya recomend tempat ini bagi kalian yang ingin mencoba nya.
2626;Salah satu kafe yg ada di jalan nyai undang
2627;jhoosss untuk santuy dan menikmati malam
2628;Sip lah sebagai salah satu tempat nyantai di kota palangkaraya yang cantik ini ayo ayo boleh dicoba ya
2629;Tempatnya cocok banget buat nongkrong, nyaman, segar
2630;Tempatnya comfy. Nilai plus ada ruangan khusus smoking dan non smoking
2631;Tempat bersih dan rapi, suasana nyaman untuk nugas atau nongki. Pelayanan ramah.
2632;Kopinya mantab banget sih
2633;Tempat nongkrong terasyik di palangkaraya
2634;Mantap mie kuah kari = indomi kuah kari 33rb
2635;Kopinya ok, tapi ruangan ber ac malah boleh merokok
2636;Really nice place for reading some good books. Delicious coffee. 😁 …
2637;Cocok kopinya
2638;good place, affordable price, delicious meal
2639;semuanya best 🫶🏼 …
2640;Tempat yg bagus buat nongkrong
2641;Minumannya enak enak.  Nice place.
2642;Pelayanan cepat & tempatnya enjoy
2643;Tempat nyaman
2644;Langganan aq beli skop n americano 😁 …
2645;Salah referensi tempat ngopi di kota Palangkaraya
2646;Great vibe, great people, great drinks.. Nuff said
2647;Citarasa kopinya enak
2648;Ramah, cocok untuk santai bareng teman teman
2649;Menu Favorit : Skop
2650;Sip deh
2651;🥳 …
2652;Es Kopinya mantebh
2653;Maksih
2654;Another humble place
2655;Sip
2656;Warm and comfort
2657;sip
2658;Infused waternya menyegarkan 😍 …
2659;Cafe langganan setiap malam minggu, tempat ny cozy bgt 😭👍syg makanan ny kurang enak dan kurang banyak varian, tpi Kopi signature ny lumayan enak. Untuk harga standar. Parkir mobil ny terbatas. …
2660;"""Suasananya nyaman, konsepnya kaya cafe cafe di ubud"
2661;"harga sangat bersahabat di kantong mahasiswa"""
2662;chocolate nya enak, sosis dan nuget nya mantap kombinasi yang sedap. ditambah lagi dengan tempat yang estetik buat nongki sehabis kerja, rekomended banget pokoknya. …
2663;"""paling best nagetsolor lada hitam & kospace 😋🤙🏻"
2664;"terjangkau bet bagi kaum mahasiswa, anjay slebew …"""
2665;another coffeeshop di palangka raya, good taste.. makin menambah variasi dan alternatif pilihan. …
2666;"""Tempat cozy, minuman makanan enak, cocok untuk tempat santai habis balik kerja, tempat kerja dan kumpul bareng teman2 .."
2667;"Kopi dan mocktailnya Rekomended saya merekomendasikan buat nongkrong di we.cospace"""
2668;Cafe ini cocok banget buat nyantai bareng temen, belajar bareng dll, dan kami pernah buat film disini😍 …
2669;Tempatnya cozy banget, gak cuman tempatnya aja, minuman dan makanan juga enak dan terjangkau.
2670;Tempat Ngopi dan santai sambil makan/nyemil yang paling recommended
2671;Tempat nongkrong paling Manieszzz... Crewnya juga manieszzz
2672;top pokoknya tempat ini
2673;kopi nya enak
2674;Tempatnya santai yang betulan santai,, yg menarik mereka juga punya open kitchen,, tempatnya juga bagus  (instagramabel). Buat rasa sesuai selera saya yh,, karena disini best sellernya bakmie,, untuk teksture mienya yg pada saat itu saya …
2675;One of the best cafe in Palangkaraya. Disini suasananya sangat bagus untuk nge-chill. Mas & mbak nya sangatt ramah. Menu yang ada disini lengkap. Mulai dari varian minuman kopi & non kopi, ada juga aneka roti untuk menemani ngopi santai. …
2676;"""Blueberry Cheesecake nya enakk, bakmi juga enak sma pisang goreng nya juga, paling rekomen cheesecake nya sihh"
2677;"Yg saya makan enak rekomen dehh, pelayanan ramah banget juga"""
2678;"""Bakmi nya enak banget masya Allah.."
2679;Kopi nya juga masih tetep jadi favorite 👌🏽
2680;"Tempat nya luas, parkiran luas dan crew nya semua ramah 🤗✨ …"""
2681;"""Bakminya enak, pelayanannya ramah, cocok untuk kumpul bersama keluarga."
2682;"Sukses selalu toko kopi dan bakmi santai"""
2683;bakmi dan minuman nya enak semua, kalo kesini mau coba menu yang lain lagi
2684;Tempatnya luas, cocok banget untuk nongkrong/kerja/nugas disini. Kopi dan makanannya enaaak
2685;Pelayanan sangat tidak memuaskan...nunggu 1 jam makanan malah tidak di sajikan....tidak ada kata maaf lagi dari kasir nya....👎👎👎 …
2686;Salah satu coffee shop yang recomended, tempat enak, food & drink nya enak dan lengkap. Best👍 …
2687;Bakminya uenak, kopinya wow, pelayanan oke & suasana nyaman.
2688;"""Tempatnya luas, parkiran luas"
2689;Makanan dan minumannya enak
2690;Ramah dikantong 👍🏻
2691;"Bakminya sering kehabisan …"""
2692;Tempat yang nyaman untuk bersantai. Mie nya enak bingit, teksturnya itu Lo lembut. Ternyata mereka bikin sendiri mienya, punya mesin mie maker sendiri. Menu minuman juga banyak, ada yang dingin dan panas, ga cuma kopi aja, juga ada non …
